typename,ntype,year,month,nattack,day,country,idate
Firearms,5,1995,10,1,1,KEN,1995/10/1
Firearms,5,1995,12,1,1,KEN,1995/12/1
Firearms,5,1997,5,1,1,KEN,1997/5/1
Firearms,5,1997,8,2,1,KEN,1997/8/1
Firearms,5,1997,12,1,1,KEN,1997/12/1
Firearms,5,1998,5,1,1,KEN,1998/5/1
Firearms,5,2000,5,1,1,KEN,2000/5/1
Firearms,5,2000,9,1,1,KEN,2000/9/1
Firearms,5,2001,1,1,1,KEN,2001/1/1
Firearms,5,2001,8,1,1,KEN,2001/8/1
Firearms,5,2005,7,2,1,KEN,2005/7/1
Firearms,5,2006,5,1,1,KEN,2006/5/1
Firearms,5,2006,10,1,1,KEN,2006/10/1
Firearms,5,2007,3,1,1,KEN,2007/3/1
Firearms,5,2007,4,1,1,KEN,2007/4/1
Firearms,5,2007,5,1,1,KEN,2007/5/1
Firearms,5,2007,6,1,1,KEN,2007/6/1
Firearms,5,2007,11,1,1,KEN,2007/11/1
Firearms,5,2008,3,1,1,KEN,2008/3/1
Firearms,5,2008,4,1,1,KEN,2008/4/1
Firearms,5,2008,5,2,1,KEN,2008/5/1
Firearms,5,2008,7,1,1,KEN,2008/7/1
Firearms,5,2008,12,1,1,KEN,2008/12/1
Firearms,5,2010,2,1,1,KEN,2010/2/1
Firearms,5,2010,4,1,1,KEN,2010/4/1
Firearms,5,2010,5,1,1,KEN,2010/5/1
Firearms,5,2010,7,1,1,KEN,2010/7/1
Firearms,5,2010,11,2,1,KEN,2010/11/1
Firearms,5,2010,12,1,1,KEN,2010/12/1
Firearms,5,2011,3,2,1,KEN,2011/3/1
Firearms,5,2011,9,1,1,KEN,2011/9/1
Firearms,5,2011,10,3,1,KEN,2011/10/1
Firearms,5,2011,11,6,1,KEN,2011/11/1
Firearms,5,2011,12,1,1,KEN,2011/12/1
Firearms,5,2012,2,4,1,KEN,2012/2/1
Firearms,5,2012,4,1,1,KEN,2012/4/1
Firearms,5,2012,5,2,1,KEN,2012/5/1
Firearms,5,2012,6,2,1,KEN,2012/6/1
Firearms,5,2012,7,4,1,KEN,2012/7/1
Firearms,5,2012,9,2,1,KEN,2012/9/1
Firearms,5,2012,10,4,1,KEN,2012/10/1
Firearms,5,2012,11,2,1,KEN,2012/11/1
Firearms,5,2012,12,2,1,KEN,2012/12/1
Firearms,5,2013,1,3,1,KEN,2013/1/1
Firearms,5,2013,2,4,1,KEN,2013/2/1
Firearms,5,2013,3,6,1,KEN,2013/3/1
Firearms,5,2013,4,1,1,KEN,2013/4/1
Firearms,5,2013,5,5,1,KEN,2013/5/1
Firearms,5,2013,6,1,1,KEN,2013/6/1
Firearms,5,2013,7,1,1,KEN,2013/7/1
Firearms,5,2013,9,1,1,KEN,2013/9/1
Firearms,5,2013,10,2,1,KEN,2013/10/1
Firearms,5,2013,12,5,1,KEN,2013/12/1
Firearms,5,2014,1,1,1,KEN,2014/1/1
Firearms,5,2014,2,1,1,KEN,2014/2/1
Firearms,5,2014,3,3,1,KEN,2014/3/1
Firearms,5,2014,4,3,1,KEN,2014/4/1
Firearms,5,2014,5,8,1,KEN,2014/5/1
Firearms,5,2014,6,8,1,KEN,2014/6/1
Firearms,5,2014,7,11,1,KEN,2014/7/1
Firearms,5,2014,8,6,1,KEN,2014/8/1
Firearms,5,2014,9,1,1,KEN,2014/9/1
Firearms,5,2014,10,3,1,KEN,2014/10/1
Firearms,5,2014,11,6,1,KEN,2014/11/1
Firearms,5,2014,12,4,1,KEN,2014/12/1
Incendiary,6,1992,3,2,1,KEN,1992/3/1
Incendiary,6,1992,4,1,1,KEN,1992/4/1
Incendiary,6,1992,5,2,1,KEN,1992/5/1
Incendiary,6,1996,9,1,1,KEN,1996/9/1
Incendiary,6,1997,8,4,1,KEN,1997/8/1
Incendiary,6,1997,12,1,1,KEN,1997/12/1
Incendiary,6,2001,5,1,1,KEN,2001/5/1
Incendiary,6,2001,12,1,1,KEN,2001/12/1
Incendiary,6,2007,9,1,1,KEN,2007/9/1
Incendiary,6,2008,1,1,1,KEN,2008/1/1
Incendiary,6,2008,5,1,1,KEN,2008/5/1
Incendiary,6,2008,10,1,1,KEN,2008/10/1
Incendiary,6,2012,10,1,1,KEN,2012/10/1
Incendiary,6,2012,12,1,1,KEN,2012/12/1
Incendiary,6,2013,3,1,1,KEN,2013/3/1
Incendiary,6,2013,12,2,1,KEN,2013/12/1
Melee,7,1992,2,1,1,KEN,1992/2/1
Melee,7,1992,3,1,1,KEN,1992/3/1
Melee,7,1992,5,1,1,KEN,1992/5/1
Melee,7,1992,6,1,1,KEN,1992/6/1
Melee,7,1992,7,1,1,KEN,1992/7/1
Melee,7,1994,11,1,1,KEN,1994/11/1
Melee,7,1995,8,1,1,KEN,1995/8/1
Melee,7,1997,8,1,1,KEN,1997/8/1
Melee,7,1997,12,4,1,KEN,1997/12/1
Melee,7,2003,1,1,1,KEN,2003/1/1
Melee,7,2007,5,1,1,KEN,2007/5/1
Melee,7,2007,6,1,1,KEN,2007/6/1
Melee,7,2007,8,1,1,KEN,2007/8/1
Melee,7,2012,7,1,1,KEN,2012/7/1
Melee,7,2012,10,1,1,KEN,2012/10/1
Melee,7,2013,1,1,1,KEN,2013/1/1
Melee,7,2013,10,1,1,KEN,2013/10/1
Melee,7,2014,2,1,1,KEN,2014/2/1
Melee,7,2014,3,1,1,KEN,2014/3/1
Melee,7,2014,8,1,1,KEN,2014/8/1
Melee,7,2014,12,1,1,KEN,2014/12/1
Other,8,2014,11,1,1,KEN,2014/11/1
Unknown,11,1992,5,1,1,KEN,1992/5/1
Unknown,11,1992,11,1,1,KEN,1992/11/1
Unknown,11,1996,10,1,1,KEN,1996/10/1
Unknown,11,1997,8,1,1,KEN,1997/8/1
Unknown,11,1997,12,2,1,KEN,1997/12/1
Unknown,11,2000,9,1,1,KEN,2000/9/1
Unknown,11,2003,1,1,1,KEN,2003/1/1
Unknown,11,2007,6,1,1,KEN,2007/6/1
Unknown,11,2007,11,1,1,KEN,2007/11/1
Unknown,11,2009,7,1,1,KEN,2009/7/1
Unknown,11,2010,1,1,1,KEN,2010/1/1
Unknown,11,2011,11,1,1,KEN,2011/11/1
Unknown,11,2012,10,1,1,KEN,2012/10/1
Unknown,11,2013,4,1,1,KEN,2013/4/1
Unknown,11,2013,5,1,1,KEN,2013/5/1
Unknown,11,2013,10,1,1,KEN,2013/10/1
Unknown,11,2014,1,1,1,KEN,2014/1/1
Unknown,11,2014,3,1,1,KEN,2014/3/1
Explosives/Bombs/Dynamite,3,1999,6,3,1,UNK,1999/6/1
Explosives/Bombs/Dynamite,3,1999,8,4,1,UNK,1999/8/1
Explosives/Bombs/Dynamite,3,1999,9,2,1,UNK,1999/9/1
Explosives/Bombs/Dynamite,3,1999,10,5,1,UNK,1999/10/1
Explosives/Bombs/Dynamite,3,1999,11,3,1,UNK,1999/11/1
Explosives/Bombs/Dynamite,3,1999,12,4,1,UNK,1999/12/1
Explosives/Bombs/Dynamite,3,2000,1,3,1,UNK,2000/1/1
Explosives/Bombs/Dynamite,3,2000,2,2,1,UNK,2000/2/1
Explosives/Bombs/Dynamite,3,2000,4,1,1,UNK,2000/4/1
Explosives/Bombs/Dynamite,3,2000,5,4,1,UNK,2000/5/1
Explosives/Bombs/Dynamite,3,2000,6,9,1,UNK,2000/6/1
Explosives/Bombs/Dynamite,3,2000,7,1,1,UNK,2000/7/1
Explosives/Bombs/Dynamite,3,2000,8,4,1,UNK,2000/8/1
Explosives/Bombs/Dynamite,3,2000,9,6,1,UNK,2000/9/1
Explosives/Bombs/Dynamite,3,2000,10,4,1,UNK,2000/10/1
Explosives/Bombs/Dynamite,3,2000,11,2,1,UNK,2000/11/1
Explosives/Bombs/Dynamite,3,2000,12,1,1,UNK,2000/12/1
Explosives/Bombs/Dynamite,3,2001,1,1,1,UNK,2001/1/1
Explosives/Bombs/Dynamite,3,2001,2,2,1,UNK,2001/2/1
Explosives/Bombs/Dynamite,3,2001,4,2,1,UNK,2001/4/1
Explosives/Bombs/Dynamite,3,2001,8,3,1,UNK,2001/8/1
Explosives/Bombs/Dynamite,3,2001,9,1,1,UNK,2001/9/1
Explosives/Bombs/Dynamite,3,2002,1,1,1,UNK,2002/1/1
Explosives/Bombs/Dynamite,3,2002,8,1,1,UNK,2002/8/1
Explosives/Bombs/Dynamite,3,2002,12,1,1,UNK,2002/12/1
Explosives/Bombs/Dynamite,3,2003,1,2,1,UNK,2003/1/1
Explosives/Bombs/Dynamite,3,2003,3,3,1,UNK,2003/3/1
Explosives/Bombs/Dynamite,3,2004,2,1,1,UNK,2004/2/1
Explosives/Bombs/Dynamite,3,2005,1,1,1,UNK,2005/1/1
Explosives/Bombs/Dynamite,3,2005,3,3,1,UNK,2005/3/1
Explosives/Bombs/Dynamite,3,2005,7,2,1,UNK,2005/7/1
Explosives/Bombs/Dynamite,3,2005,12,2,1,UNK,2005/12/1
Explosives/Bombs/Dynamite,3,2006,5,2,1,UNK,2006/5/1
Explosives/Bombs/Dynamite,3,2006,9,1,1,UNK,2006/9/1
Explosives/Bombs/Dynamite,3,2007,3,2,1,UNK,2007/3/1
Explosives/Bombs/Dynamite,3,2007,9,1,1,UNK,2007/9/1
Explosives/Bombs/Dynamite,3,2007,11,1,1,UNK,2007/11/1
Explosives/Bombs/Dynamite,3,2008,1,1,1,UNK,2008/1/1
Explosives/Bombs/Dynamite,3,2008,2,3,1,UNK,2008/2/1
Explosives/Bombs/Dynamite,3,2008,4,1,1,UNK,2008/4/1
Explosives/Bombs/Dynamite,3,2008,6,2,1,UNK,2008/6/1
Explosives/Bombs/Dynamite,3,2008,11,2,1,UNK,2008/11/1
Explosives/Bombs/Dynamite,3,2010,7,1,1,UNK,2010/7/1
Explosives/Bombs/Dynamite,3,2011,11,1,1,UNK,2011/11/1
Explosives/Bombs/Dynamite,3,2012,4,1,1,UNK,2012/4/1
Explosives/Bombs/Dynamite,3,2012,6,1,1,UNK,2012/6/1
Explosives/Bombs/Dynamite,3,2013,2,1,1,UNK,2013/2/1
Explosives/Bombs/Dynamite,3,2013,4,1,1,UNK,2013/4/1
Explosives/Bombs/Dynamite,3,2013,10,1,1,UNK,2013/10/1
Explosives/Bombs/Dynamite,3,2014,12,1,1,UNK,2014/12/1
Firearms,5,1999,6,9,1,UNK,1999/6/1
Firearms,5,1999,8,1,1,UNK,1999/8/1
Firearms,5,1999,10,3,1,UNK,1999/10/1
Firearms,5,1999,12,2,1,UNK,1999/12/1
Firearms,5,2000,1,1,1,UNK,2000/1/1
Firearms,5,2000,2,3,1,UNK,2000/2/1
Firearms,5,2000,3,1,1,UNK,2000/3/1
Firearms,5,2000,5,2,1,UNK,2000/5/1
Firearms,5,2000,6,5,1,UNK,2000/6/1
Firearms,5,2000,7,1,1,UNK,2000/7/1
Firearms,5,2000,8,2,1,UNK,2000/8/1
Firearms,5,2000,9,4,1,UNK,2000/9/1
Firearms,5,2000,11,1,1,UNK,2000/11/1
Firearms,5,2001,4,1,1,UNK,2001/4/1
Firearms,5,2001,8,4,1,UNK,2001/8/1
Firearms,5,2001,9,1,1,UNK,2001/9/1
Firearms,5,2002,1,1,1,UNK,2002/1/1
Firearms,5,2002,8,1,1,UNK,2002/8/1
Firearms,5,2003,1,2,1,UNK,2003/1/1
Firearms,5,2003,4,1,1,UNK,2003/4/1
Firearms,5,2003,11,1,1,UNK,2003/11/1
Firearms,5,2006,4,1,1,UNK,2006/4/1
Firearms,5,2007,8,1,1,UNK,2007/8/1
Firearms,5,2008,6,1,1,UNK,2008/6/1
Firearms,5,2008,10,1,1,UNK,2008/10/1
Firearms,5,2009,3,1,1,UNK,2009/3/1
Firearms,5,2012,7,1,1,UNK,2012/7/1
Firearms,5,2012,9,1,1,UNK,2012/9/1
Firearms,5,2013,9,1,1,UNK,2013/9/1
Firearms,5,2014,1,1,1,UNK,2014/1/1
Firearms,5,2014,3,1,1,UNK,2014/3/1
Firearms,5,2014,6,1,1,UNK,2014/6/1
Incendiary,6,1999,11,1,1,UNK,1999/11/1
Incendiary,6,2000,7,1,1,UNK,2000/7/1
Incendiary,6,2001,2,1,1,UNK,2001/2/1
Incendiary,6,2006,4,1,1,UNK,2006/4/1
Melee,7,2000,2,1,1,UNK,2000/2/1
Melee,7,2001,8,1,1,UNK,2001/8/1
Melee,7,2013,11,1,1,UNK,2013/11/1
Other,8,2006,4,1,1,UNK,2006/4/1
Unknown,11,1999,6,2,1,UNK,1999/6/1
Unknown,11,2000,12,1,1,UNK,2000/12/1
Unknown,11,2013,11,1,1,UNK,2013/11/1
Explosives/Bombs/Dynamite,3,1992,6,1,1,KWT,1992/6/1
Explosives/Bombs/Dynamite,3,1992,7,1,1,KWT,1992/7/1
Explosives/Bombs/Dynamite,3,1992,12,1,1,KWT,1992/12/1
Explosives/Bombs/Dynamite,3,1994,2,1,1,KWT,1994/2/1
Explosives/Bombs/Dynamite,3,2003,12,1,1,KWT,2003/12/1
Explosives/Bombs/Dynamite,3,2005,8,1,1,KWT,2005/8/1
Explosives/Bombs/Dynamite,3,2005,12,1,1,KWT,2005/12/1
Explosives/Bombs/Dynamite,3,2011,5,1,1,KWT,2011/5/1
Firearms,5,1992,5,2,1,KWT,1992/5/1
Firearms,5,1992,6,1,1,KWT,1992/6/1
Firearms,5,1992,7,1,1,KWT,1992/7/1
Firearms,5,1992,8,1,1,KWT,1992/8/1
Firearms,5,1992,10,1,1,KWT,1992/10/1
Firearms,5,1994,1,1,1,KWT,1994/1/1
Firearms,5,1997,6,1,1,KWT,1997/6/1
Firearms,5,2001,3,1,1,KWT,2001/3/1
Firearms,5,2001,10,1,1,KWT,2001/10/1
Firearms,5,2002,10,1,1,KWT,2002/10/1
Firearms,5,2003,1,1,1,KWT,2003/1/1
Melee,7,1992,10,1,1,KWT,1992/10/1
Unknown,11,1992,5,1,1,KWT,1992/5/1
Unknown,11,1992,9,2,1,KWT,1992/9/1
Unknown,11,1992,10,2,1,KWT,1992/10/1
Unknown,11,1997,8,1,1,KWT,1997/8/1
"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",12,2003,3,1,1,KWT,2003/3/1
Explosives/Bombs/Dynamite,3,1996,4,1,1,KGZ,1996/4/1
Explosives/Bombs/Dynamite,3,1996,7,4,1,KGZ,1996/7/1
Explosives/Bombs/Dynamite,3,1999,9,1,1,KGZ,1999/9/1
Explosives/Bombs/Dynamite,3,2002,9,1,1,KGZ,2002/9/1
Explosives/Bombs/Dynamite,3,2003,5,1,1,KGZ,2003/5/1
Explosives/Bombs/Dynamite,3,2005,3,1,1,KGZ,2005/3/1
Explosives/Bombs/Dynamite,3,2005,12,1,1,KGZ,2005/12/1
Explosives/Bombs/Dynamite,3,2010,6,1,1,KGZ,2010/6/1
Explosives/Bombs/Dynamite,3,2011,5,1,1,KGZ,2011/5/1
Explosives/Bombs/Dynamite,3,2014,3,1,1,KGZ,2014/3/1
Explosives/Bombs/Dynamite,3,2014,9,1,1,KGZ,2014/9/1
Firearms,5,1999,8,1,1,KGZ,1999/8/1
Firearms,5,1999,9,1,1,KGZ,1999/9/1
Firearms,5,2000,5,1,1,KGZ,2000/5/1
Firearms,5,2001,8,1,1,KGZ,2001/8/1
Firearms,5,2002,6,1,1,KGZ,2002/6/1
Firearms,5,2006,4,1,1,KGZ,2006/4/1
Firearms,5,2006,7,1,1,KGZ,2006/7/1
Incendiary,6,2006,1,1,1,KGZ,2006/1/1
Melee,7,2007,3,1,1,KGZ,2007/3/1
Unknown,11,2000,8,2,1,KGZ,2000/8/1
Unknown,11,2000,9,1,1,KGZ,2000/9/1
Explosives/Bombs/Dynamite,3,2000,3,1,1,LAO,2000/3/1
Explosives/Bombs/Dynamite,3,2000,5,3,1,LAO,2000/5/1
Explosives/Bombs/Dynamite,3,2000,6,1,1,LAO,2000/6/1
Explosives/Bombs/Dynamite,3,2000,7,2,1,LAO,2000/7/1
Explosives/Bombs/Dynamite,3,2000,11,1,1,LAO,2000/11/1
Explosives/Bombs/Dynamite,3,2001,1,1,1,LAO,2001/1/1
Explosives/Bombs/Dynamite,3,2003,10,1,1,LAO,2003/10/1
Firearms,5,1992,6,3,1,LAO,1992/6/1
Firearms,5,1994,5,1,1,LAO,1994/5/1
Firearms,5,2003,2,1,1,LAO,2003/2/1
Firearms,5,2012,1,1,1,LAO,2012/1/1
Unknown,11,1992,7,1,1,LAO,1992/7/1
Unknown,11,1996,9,1,1,LAO,1996/9/1
Explosives/Bombs/Dynamite,3,1992,5,1,1,LVA,1992/5/1
Explosives/Bombs/Dynamite,3,1994,3,1,1,LVA,1994/3/1
Explosives/Bombs/Dynamite,3,1995,5,1,1,LVA,1995/5/1
Explosives/Bombs/Dynamite,3,1997,5,1,1,LVA,1997/5/1
Explosives/Bombs/Dynamite,3,1997,6,1,1,LVA,1997/6/1
Explosives/Bombs/Dynamite,3,1998,4,2,1,LVA,1998/4/1
Explosives/Bombs/Dynamite,3,1998,10,2,1,LVA,1998/10/1
Explosives/Bombs/Dynamite,3,1999,4,1,1,LVA,1999/4/1
Explosives/Bombs/Dynamite,3,2000,6,1,1,LVA,2000/6/1
Explosives/Bombs/Dynamite,3,2000,8,1,1,LVA,2000/8/1
Explosives/Bombs/Dynamite,3,2000,11,1,1,LVA,2000/11/1
Explosives/Bombs/Dynamite,3,2007,5,1,1,LVA,2007/5/1
Firearms,5,1992,5,1,1,LVA,1992/5/1
Firearms,5,1994,3,1,1,LVA,1994/3/1
Explosives/Bombs/Dynamite,3,1992,1,6,1,LBN,1992/1/1
Explosives/Bombs/Dynamite,3,1992,2,4,1,LBN,1992/2/1
Explosives/Bombs/Dynamite,3,1992,3,6,1,LBN,1992/3/1
Explosives/Bombs/Dynamite,3,1992,4,6,1,LBN,1992/4/1
Explosives/Bombs/Dynamite,3,1992,5,2,1,LBN,1992/5/1
Explosives/Bombs/Dynamite,3,1992,6,1,1,LBN,1992/6/1
Explosives/Bombs/Dynamite,3,1992,7,8,1,LBN,1992/7/1
Explosives/Bombs/Dynamite,3,1992,8,1,1,LBN,1992/8/1
Explosives/Bombs/Dynamite,3,1992,9,6,1,LBN,1992/9/1
Explosives/Bombs/Dynamite,3,1992,10,7,1,LBN,1992/10/1
Explosives/Bombs/Dynamite,3,1992,11,4,1,LBN,1992/11/1
Explosives/Bombs/Dynamite,3,1992,12,4,1,LBN,1992/12/1
Explosives/Bombs/Dynamite,3,1994,2,2,1,LBN,1994/2/1
Explosives/Bombs/Dynamite,3,1994,3,10,1,LBN,1994/3/1
Explosives/Bombs/Dynamite,3,1994,4,10,1,LBN,1994/4/1
Explosives/Bombs/Dynamite,3,1994,5,1,1,LBN,1994/5/1
Explosives/Bombs/Dynamite,3,1994,8,5,1,LBN,1994/8/1
Explosives/Bombs/Dynamite,3,1994,9,4,1,LBN,1994/9/1
Explosives/Bombs/Dynamite,3,1994,10,7,1,LBN,1994/10/1
Explosives/Bombs/Dynamite,3,1994,11,5,1,LBN,1994/11/1
Explosives/Bombs/Dynamite,3,1994,12,3,1,LBN,1994/12/1
Explosives/Bombs/Dynamite,3,1995,2,3,1,LBN,1995/2/1
Explosives/Bombs/Dynamite,3,1995,3,4,1,LBN,1995/3/1
Explosives/Bombs/Dynamite,3,1995,4,2,1,LBN,1995/4/1
Explosives/Bombs/Dynamite,3,1995,6,3,1,LBN,1995/6/1
Explosives/Bombs/Dynamite,3,1995,7,7,1,LBN,1995/7/1
Explosives/Bombs/Dynamite,3,1995,8,2,1,LBN,1995/8/1
Explosives/Bombs/Dynamite,3,1995,9,5,1,LBN,1995/9/1
Explosives/Bombs/Dynamite,3,1995,10,3,1,LBN,1995/10/1
Explosives/Bombs/Dynamite,3,1995,11,3,1,LBN,1995/11/1
Explosives/Bombs/Dynamite,3,1995,12,1,1,LBN,1995/12/1
Explosives/Bombs/Dynamite,3,1996,1,2,1,LBN,1996/1/1
Explosives/Bombs/Dynamite,3,1996,2,3,1,LBN,1996/2/1
Explosives/Bombs/Dynamite,3,1996,3,4,1,LBN,1996/3/1
Explosives/Bombs/Dynamite,3,1996,5,6,1,LBN,1996/5/1
Explosives/Bombs/Dynamite,3,1996,6,7,1,LBN,1996/6/1
Explosives/Bombs/Dynamite,3,1996,7,1,1,LBN,1996/7/1
Explosives/Bombs/Dynamite,3,1996,8,3,1,LBN,1996/8/1
Explosives/Bombs/Dynamite,3,1996,10,1,1,LBN,1996/10/1
Explosives/Bombs/Dynamite,3,1996,11,2,1,LBN,1996/11/1
Explosives/Bombs/Dynamite,3,1996,12,3,1,LBN,1996/12/1
Explosives/Bombs/Dynamite,3,1997,1,4,1,LBN,1997/1/1
Explosives/Bombs/Dynamite,3,1997,2,1,1,LBN,1997/2/1
Explosives/Bombs/Dynamite,3,1997,3,2,1,LBN,1997/3/1
Explosives/Bombs/Dynamite,3,1997,4,5,1,LBN,1997/4/1
Explosives/Bombs/Dynamite,3,1997,5,1,1,LBN,1997/5/1
Explosives/Bombs/Dynamite,3,1997,6,5,1,LBN,1997/6/1
Explosives/Bombs/Dynamite,3,1997,7,2,1,LBN,1997/7/1
Explosives/Bombs/Dynamite,3,1997,8,11,1,LBN,1997/8/1
Explosives/Bombs/Dynamite,3,1997,10,5,1,LBN,1997/10/1
Explosives/Bombs/Dynamite,3,1997,11,1,1,LBN,1997/11/1
Explosives/Bombs/Dynamite,3,1997,12,2,1,LBN,1997/12/1
Explosives/Bombs/Dynamite,3,1998,2,2,1,LBN,1998/2/1
Explosives/Bombs/Dynamite,3,1998,4,1,1,LBN,1998/4/1
Explosives/Bombs/Dynamite,3,1998,5,1,1,LBN,1998/5/1
Explosives/Bombs/Dynamite,3,1998,6,1,1,LBN,1998/6/1
Explosives/Bombs/Dynamite,3,1998,7,2,1,LBN,1998/7/1
Explosives/Bombs/Dynamite,3,1998,8,1,1,LBN,1998/8/1
Explosives/Bombs/Dynamite,3,1998,9,1,1,LBN,1998/9/1
Explosives/Bombs/Dynamite,3,1998,10,7,1,LBN,1998/10/1
Explosives/Bombs/Dynamite,3,1998,11,2,1,LBN,1998/11/1
Explosives/Bombs/Dynamite,3,1999,1,1,1,LBN,1999/1/1
Explosives/Bombs/Dynamite,3,1999,4,1,1,LBN,1999/4/1
Explosives/Bombs/Dynamite,3,1999,5,5,1,LBN,1999/5/1
Explosives/Bombs/Dynamite,3,1999,6,5,1,LBN,1999/6/1
Explosives/Bombs/Dynamite,3,1999,7,5,1,LBN,1999/7/1
Explosives/Bombs/Dynamite,3,1999,8,4,1,LBN,1999/8/1
Explosives/Bombs/Dynamite,3,1999,9,2,1,LBN,1999/9/1
Explosives/Bombs/Dynamite,3,1999,10,3,1,LBN,1999/10/1
Explosives/Bombs/Dynamite,3,1999,11,2,1,LBN,1999/11/1
Explosives/Bombs/Dynamite,3,1999,12,1,1,LBN,1999/12/1
Explosives/Bombs/Dynamite,3,2000,1,2,1,LBN,2000/1/1
Explosives/Bombs/Dynamite,3,2000,3,2,1,LBN,2000/3/1
Explosives/Bombs/Dynamite,3,2000,5,1,1,LBN,2000/5/1
Explosives/Bombs/Dynamite,3,2001,4,1,1,LBN,2001/4/1
Explosives/Bombs/Dynamite,3,2001,8,4,1,LBN,2001/8/1
Explosives/Bombs/Dynamite,3,2002,1,1,1,LBN,2002/1/1
Explosives/Bombs/Dynamite,3,2002,5,1,1,LBN,2002/5/1
Explosives/Bombs/Dynamite,3,2002,11,3,1,LBN,2002/11/1
Explosives/Bombs/Dynamite,3,2003,3,1,1,LBN,2003/3/1
Explosives/Bombs/Dynamite,3,2003,5,1,1,LBN,2003/5/1
Explosives/Bombs/Dynamite,3,2003,6,1,1,LBN,2003/6/1
Explosives/Bombs/Dynamite,3,2003,8,1,1,LBN,2003/8/1
Explosives/Bombs/Dynamite,3,2003,12,1,1,LBN,2003/12/1
Explosives/Bombs/Dynamite,3,2004,6,1,1,LBN,2004/6/1
Explosives/Bombs/Dynamite,3,2004,10,1,1,LBN,2004/10/1
Explosives/Bombs/Dynamite,3,2005,1,1,1,LBN,2005/1/1
Explosives/Bombs/Dynamite,3,2005,2,1,1,LBN,2005/2/1
Explosives/Bombs/Dynamite,3,2005,3,5,1,LBN,2005/3/1
Explosives/Bombs/Dynamite,3,2005,4,2,1,LBN,2005/4/1
Explosives/Bombs/Dynamite,3,2005,5,1,1,LBN,2005/5/1
Explosives/Bombs/Dynamite,3,2005,6,1,1,LBN,2005/6/1
Explosives/Bombs/Dynamite,3,2005,7,2,1,LBN,2005/7/1
Explosives/Bombs/Dynamite,3,2005,8,1,1,LBN,2005/8/1
Explosives/Bombs/Dynamite,3,2005,9,1,1,LBN,2005/9/1
Explosives/Bombs/Dynamite,3,2005,12,2,1,LBN,2005/12/1
Explosives/Bombs/Dynamite,3,2006,2,2,1,LBN,2006/2/1
Explosives/Bombs/Dynamite,3,2006,8,1,1,LBN,2006/8/1
Explosives/Bombs/Dynamite,3,2006,9,1,1,LBN,2006/9/1
Explosives/Bombs/Dynamite,3,2006,11,1,1,LBN,2006/11/1
Explosives/Bombs/Dynamite,3,2007,2,1,1,LBN,2007/2/1
Explosives/Bombs/Dynamite,3,2007,5,4,1,LBN,2007/5/1
Explosives/Bombs/Dynamite,3,2007,6,7,1,LBN,2007/6/1
Explosives/Bombs/Dynamite,3,2007,7,2,1,LBN,2007/7/1
Explosives/Bombs/Dynamite,3,2007,9,1,1,LBN,2007/9/1
Explosives/Bombs/Dynamite,3,2007,12,1,1,LBN,2007/12/1
Explosives/Bombs/Dynamite,3,2008,1,7,1,LBN,2008/1/1
Explosives/Bombs/Dynamite,3,2008,2,1,1,LBN,2008/2/1
Explosives/Bombs/Dynamite,3,2008,3,1,1,LBN,2008/3/1
Explosives/Bombs/Dynamite,3,2008,5,7,1,LBN,2008/5/1
Explosives/Bombs/Dynamite,3,2008,6,4,1,LBN,2008/6/1
Explosives/Bombs/Dynamite,3,2008,7,1,1,LBN,2008/7/1
Explosives/Bombs/Dynamite,3,2008,8,4,1,LBN,2008/8/1
Explosives/Bombs/Dynamite,3,2008,9,3,1,LBN,2008/9/1
Explosives/Bombs/Dynamite,3,2008,10,4,1,LBN,2008/10/1
Explosives/Bombs/Dynamite,3,2009,2,4,1,LBN,2009/2/1
Explosives/Bombs/Dynamite,3,2009,3,2,1,LBN,2009/3/1
Explosives/Bombs/Dynamite,3,2009,8,1,1,LBN,2009/8/1
Explosives/Bombs/Dynamite,3,2009,10,4,1,LBN,2009/10/1
Explosives/Bombs/Dynamite,3,2009,12,1,1,LBN,2009/12/1
Explosives/Bombs/Dynamite,3,2010,1,1,1,LBN,2010/1/1
Explosives/Bombs/Dynamite,3,2010,2,3,1,LBN,2010/2/1
Explosives/Bombs/Dynamite,3,2011,3,1,1,LBN,2011/3/1
Explosives/Bombs/Dynamite,3,2011,5,1,1,LBN,2011/5/1
Explosives/Bombs/Dynamite,3,2011,7,1,1,LBN,2011/7/1
Explosives/Bombs/Dynamite,3,2011,10,2,1,LBN,2011/10/1
Explosives/Bombs/Dynamite,3,2011,11,2,1,LBN,2011/11/1
Explosives/Bombs/Dynamite,3,2011,12,2,1,LBN,2011/12/1
Explosives/Bombs/Dynamite,3,2012,1,2,1,LBN,2012/1/1
Explosives/Bombs/Dynamite,3,2012,3,1,1,LBN,2012/3/1
Explosives/Bombs/Dynamite,3,2012,4,2,1,LBN,2012/4/1
Explosives/Bombs/Dynamite,3,2012,6,1,1,LBN,2012/6/1
Explosives/Bombs/Dynamite,3,2012,7,1,1,LBN,2012/7/1
Explosives/Bombs/Dynamite,3,2012,10,1,1,LBN,2012/10/1
Explosives/Bombs/Dynamite,3,2012,11,1,1,LBN,2012/11/1
Explosives/Bombs/Dynamite,3,2012,12,1,1,LBN,2012/12/1
